,company,text,result
519,인코어드테크놀로지스,"[에너지 뉴스] 제품안전관리원·한수원·발전5사, 부정성적서 조사 협력 外",NEUTRAL
520,인코어드테크놀로지스,"동서발전-인코어드 테크놀로지스, 미래에너지시장 대응 협력 체결",NEUTRAL
521,인코어드테크놀로지스,"한국동서발전, 인코어드 테크놀로지스와 업무협약 체결",NEUTRAL
522,크래프트테크놀로지스,14일 美 소비자물가 발표 주목,NEUTRAL
523,크래프트테크놀로지스,동학개미 이번주 꼭 알아야 할 증시 일정은,NEUTRAL
524,크래프트테크놀로지스,"크래프트 테크놀로지스 “AI ETF, 수익률 상위 10% 기록”",POSITIVE
525,크래프트테크놀로지스,디즈니·우버 이번주 실적 발표 주목,NEUTRAL
526,크래프트테크놀로지스,테슬라 33% 폭등 … 한미 증시 이번주에도 달릴까,POSITIVE
527,이스트소프트,지능정보산업협회 장홍성 회장 연임,NEUTRAL
528,이스트소프트,"[특징주]이스트소프트, 세계 최고 수준 AI 버추얼휴먼 스튜디오·챗GPT 연계",POSITIVE
529,이스트소프트,[인물 360] 시도 논문도 쓴다…인간 언어 구사하는 '챗 GPT',NEUTRAL
530,이스트소프트,"이스트소프트, 50억 규모 교환사채 발행 결정",NEUTRAL
531,이스트소프트,"AI 신사업 확장 나선 이스트소프트, 50억원 규모 교환사채 발행.",NEUTRAL
532,베스텔라랩,"똑똑한 챗GPT 돕는 AI 반도체, 토종 스타트업도 만든다[Geeks' Briefing]",NEUTRAL
533,베스텔라랩,경기혁신센터 보육기업 27개사…3대 스타트업 경영대회 석권,POSITIVE
534,베스텔라랩,"경기창경센터, 세계 3대 스타트업 경연대회 석권",POSITIVE
535,베스텔라랩,"가까운 ‘빈자리’ 콕 집어 안내… 요즘 아파트, 주차 시간도 아껴드려요",NEUTRAL
536,베스텔라랩,“주차장 빈 주차면 실시간 안내”…韓 스타트업 CES 혁신상 수상,POSITIVE
537,리벨리온,"[마켓인]미래에셋벤처, AI반도체 투자 선점…‘챗GPT’ 열풍 속 기대감↑",POSITIVE
538,리벨리온,"삼성·네이버 동맹, 'AI 세계대전' 참전 속도낸다 [초거대 AI 시대가 온다]",NEUTRAL
539,리벨리온,“챗GPT 뒤 삼성·SK 존재감 이 정도?” 천금 같은 기회 잡았다 [AI반도체 전쟁②],POSITIVE
540,리벨리온,"'AI 반도체 플랜' 첫 참여 기업은?…정부, 공모 시작",NEUTRAL
541,리벨리온,"[인터뷰] 챗GPT 시대, 밑그림 그리는 ARM… “韓 스타트업들, ARM 기반 ‘AI칩’ 내놓는다”",NEUTRAL
542,비주얼캠프,"최태원 “SK, ‘임팩트 유니콘’ 성공모델 만든다”",POSITIVE
543,비주얼캠프,"SK그룹, 사회문제 해결 '임팩트 유니콘' 성공모델 육성 지원",NEUTRAL
544,비주얼캠프,①바다 쓰레기 ②쓰레기 매립지 가스를 쓸모 있게 바꾼다... SK가 주목한 두 기업은,POSITIVE
545,비주얼캠프,"SK그룹, 환경 소셜벤처 2곳 ‘유니콘’으로 육성한다",NEUTRAL
546,비주얼캠프,"SK그룹, 사회문제 해결하는 ‘임팩트 유니콘’ 성공모델 만든다",POSITIVE
547,한국축산데이터,국내 최대 개발자 컨퍼런스 ‘DEVIEW 2023’ 참가 접수 시작,NEUTRAL
548,한국축산데이터,"네이버 개발자 컨퍼런스 ‘데뷰2023’, 27일 코엑스서 개막",NEUTRAL
549,한국축산데이터,네이버 개발자 컨퍼런스 ‘데뷰’ 27일 코엑스서 개막… ‘서치GPT’ 등장하나,NEUTRAL
550,한국축산데이터,"네이버, 개발자 콘퍼런스 ‘데뷰 2023’ 참가 접수 진행",NEUTRAL
551,한국축산데이터,"네이버, 개발자 콘퍼런스 '데뷰 2023' 27~28일 개최",NEUTRAL
552,크라우드웍스,"'디지털 인형 눈알 붙이기' 뭐길래…누적 1등, 2200만원 벌었다",POSITIVE
553,크라우드웍스,"""챗GPT는 게임 체인저""…AI 기업 IPO 도전 '봇물'",POSITIVE
554,크라우드웍스,챗GPT 신드롬에 새해 AI 수혜주 들썩,POSITIVE
555,크라우드웍스,"긱플래너, 쿨리지코너 '임팩트 펀드'로부터 15억 투자유치",NEUTRAL
556,크라우드웍스,"파트타임 구직자 천만 시대 대안될까...긱플래너, '일거리 쪼개기' 나선다",NEUTRAL
557,에이젠글로벌,"에이젠글로벌, CES 2023에서 AI금융 비전 제시",NEUTRAL
558,에이젠글로벌,"에이젠글로벌, 산업은행 KDB넥스트라운드서 IR 진행",NEUTRAL
559,에이젠글로벌,"산은, 스타트업 투자유치 플랫폼 'KDB 넥스트라운드 2022' 마무리",NEUTRAL
560,에이젠글로벌,산업銀 KDB넥스트라운드 클로징데이 성료,NEUTRAL
561,에이젠글로벌,"에이젠글로벌, ‘크레딧커넥트’로 금융서비스 해외 수출",NEUTRAL
562,리턴제로,"BM 고도화·서비스 유료화...스타트업, 생존전략 다시 짠다",NEUTRAL
563,리턴제로,로컬 브랜드·아티스트 모인다…맹그로브 '신촌대잔치'[중기소식],NEUTRAL
564,리턴제로,"눈으로 보는 통화 앱 ‘비토(VITO)’,멤버십 서비스 개편",NEUTRAL
565,리턴제로,'인력난' 코딩 기술자 없어도 IT사업…서비스형SW 주목,NEUTRAL
566,리턴제로,개인 맞춤 상품 추천 부터 화물 운송까지 AI 기반 B2B 서비스 다양,NEUTRAL
567,콰라소프트,"[人사이트]오종욱 웨이브릿지 대표 ""전통 금융과 디지털자산 융합한 새로운 투자상품 시도""",NEUTRAL
568,콰라소프트,"
			[매일경제TV] 해외 주식 소액 투자하는 방법
		",NEUTRAL
569,콰라소프트,"블루밍비트, 김대순 CPO 선임…웨이브릿지 출신 핀테크 전문가",NEUTRAL
570,콰라소프트,금융거래 계좌 없이 포인트만으로 체크카드 만든다,NEUTRAL
571,콰라소프트,‘포인트 기반 체크카드 발급’ 혁신금융서비스 지정,POSITIVE
572,루닛,"[마켓인]미래에셋벤처, AI반도체 투자 선점…‘챗GPT’ 열풍 속 기대감↑",POSITIVE
573,루닛,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
574,루닛,[주식 초고수는 지금] 테슬라 급등에 2차전지株 매수세 집중,POSITIVE
575,루닛,[마켓인]투자 빙하기라고?…딴 세상에 사는 이 업종,NEUTRAL
576,루닛,[이 주의 관.종.]눈보다 빠르고 정확한 AI…암 조기진단 루닛,NEUTRAL
577,뷰노,"신보, ‘제9기 혁신아이콘’ 공개 모집…다양한 혜택 제공",NEUTRAL
578,뷰노,"신보, 9기 '혁신아이콘' 공개모집…3년간 최대 150억원 보증",NEUTRAL
579,뷰노,"신용보증기금, 제9기 '혁신아이콘' 공개모집",NEUTRAL
580,뷰노,"3년간 최대 150억원 보증…""혁신회사 지원하세요""",NEUTRAL
581,뷰노,"공동창업 뷰노, 경영 이어 소유도 '이예하 대표' 중심 재편",NEUTRAL
582,아드리엘,“내가 지금 걸어가는 길이 곧 인생길…걸어온 다음에야 보여”,NEUTRAL
583,아드리엘,‘힐링의 현대음악가’ 리히터가 온다,POSITIVE
584,아드리엘,‘네오 클래식’ 대명사 막스 리히터···경계 허물고 현실에 뛰어드는 음악 세계,NEUTRAL
585,아드리엘,"에제드, 클라이언트 리포트 향상 위해 아드리엘 대시보드 도입",NEUTRAL
586,아드리엘,"윙잇, 지난해 매출 410억…원격 미술치료 '마음드로잉'[중기소식]",NEUTRAL
